1	-0.21628241	-0.50531685	-0.59388851	-0.059934714	0.31763707	0.49505744	-0.44802125	0.22045482	-0.035769744	-0.058494454	1
2	-0.83279219	0.30723152	-1.1011604	-0.032647007	-0.30070606	0.10944956	0.067587722	0.64047047	0.13959921	0.084244087	1
3	0.062666153	0.25387039	0.4931687	0.24264778	0.27559236	0.13083123	-0.069520005	-0.2488649	0.68663767	-0.25060315	1
4	0.14383821	0.84621494	-0.25931753	-0.29774545	-0.54992023	0.60672225	-0.58169765	-0.55935832	0.089920516	-0.35253821	1
5	-0.57323568	0.29564129	0.16368378	-0.074833872	0.042995297	-0.13733349	0.59185977	0.40382481	-0.27100828	0.25408234	1
6	0.59545773	-0.3217976	0.11702851	-0.21737597	-1.0022817	-0.066567225	-0.007714831	0.020599789	0.81709529	-0.21046077	1
7	0.5945821	0.19016863	0.010733069	-0.039665112	-0.24654396	-0.6352501	0.26810935	-0.3781043	0.41260758	0.11456669	1
8	-0.018816638	-0.50455776	-0.50197223	0.76757613	0.23102401	-0.83180323	-0.35821431	-0.044564574	0.11538057	-0.47974851	1
9	0.16364618	-0.009755335	-0.47357303	-0.30324143	-0.16050235	-0.35177713	-0.32777969	-1.0044252	0.33581697	-0.073021294	1
10	0.087319571	-0.024110395	-0.1872146	-0.67368134	0.61827783	0.14044024	0.15718138	0.54195902	-0.25403894	0.37226901	1
11	-0.093354289	2.15959E-05	-0.59294311	0.23469156	-0.31563983	-0.27060466	0.053407038	-0.49059528	0.4281758	-0.44524802	1
12	0.36289527	-0.15892973	-0.52795146	-0.45178347	-1.1626056	-0.66676536	0.92410811	-0.34424432	0.13425173	0.069530929	1
13	-0.29415827	0.54750187	0.73623997	0.017939819	-0.61581827	0.53634313	-0.13755284	0.66973974	0.31248759	-0.11807215	1
14	1.0915929	-0.93699513	0.027871916	-0.31376561	0.52782419	-0.35604273	1.106277	-0.45462158	-0.52366897	-0.037729565	1
15	-0.068197942	0.21409164	-0.60865873	0.26769898	-0.056611995	-0.005642781	0.75426288	-0.20642886	0.76783519	-0.17928596	1
16	0.056965657	0.44781924	-0.020613567	0.27644176	0.18961181	-0.000408515	-0.9725393	-0.25308159	0.21721287	-1.0388174	1
17	0.53338411	0.36547867	-0.56417193	-0.10184524	0.47209986	-0.12471814	-0.84027139	0.8098739	-0.95856793	-0.071772855	1
18	0.02964073	0.28892867	-0.67463877	-1.0271623	-1.0602133	0.19828766	-0.28676707	0.040450356	0.23496976	0.69667074	1
19	-0.047824203	0.020157016	-0.13055081	0.066280366	-0.32233946	-0.13200668	-0.092908264	-0.54052825	0.63717557	0.32590205	1
20	-0.41617473	0.33854459	0.47673272	0.79647035	-0.35215086	-0.83200544	0.004467058	-0.56225891	0.31927123	-0.18856678	1
21	0.14720541	0.2844501	0.064322215	0.50920589	-0.50906861	-0.51448755	0.41847495	0.86783817	0.69039124	-0.33072153	1
22	-0.66809093	-0.12782271	0.32823376	-0.79020125	-0.091040934	0.12154735	-0.36113534	0.9687293	0.65992143	0.12447899	1
23	0.35716228	-0.18873448	-0.58390968	-0.03933096	0.76050662	-0.62829505	-0.36074524	0.81753411	-0.45471462	-0.19175808	1
24	0.81178103	-0.14794356	-0.23030259	-0.34082843	-0.019219382	-0.17359159	-0.1005905	-0.62797008	-1.1528025	-0.2642399	1
25	-0.34588785	-0.73756725	-0.13121998	-0.51227653	0.61372399	-0.4706861	-0.010232081	-0.10676875	0.89436512	0.027694182	1
26	0.42899834	-0.11700202	-0.60657603	-0.61717674	-0.3481024	-0.58728014	0.139445	-0.099466024	0.1953989	0.62688429	1
27	0.62700071	0.059222419	-0.6597185	0.14440351	0.003762243	-0.51057084	0.52914741	0.15374959	0.010161838	-1.2600018	1
28	-0.79686479	0.15740452	0.46560876	-0.2146515	-0.39144652	-0.20083337	0.31083664	-0.28616273	-0.2029885	0.29242806	1
29	-0.72048222	0.72175412	0.005622448	0.027900595	0.29346928	0.086832834	-0.87530764	-0.48882418	-0.76744727	-0.50403221	1
30	0.28557381	-0.17548737	-0.32257291	-0.18393678	-0.12560369	-0.058059247	0.34867378	-0.2234047	0.11068655	0.47214241	1
31	-0.19994279	0.31161693	0.4028644	-0.23248668	0.24006791	0.53205957	0.40574293	0.54104595	-0.68723933	-1.2119786	1
32	0.34499869	0.39952431	0.11581301	0.18548029	0.33407752	-0.12269315	0.31817247	1.186324	-0.41964277	-0.11191571	1
33	0.40781114	0.47044497	-0.49487984	0.36414147	-0.039160598	-0.75876957	0.65504017	0.11464417	-0.10432128	0.029034941	1
34	0.35595416	-0.49604587	0.66979285	1.0560801	0.44458631	0.00486708	0.16354876	-0.13331157	0.3779565	-0.21230701	1
35	0.64512488	0.10601758	0.14475102	-0.67864887	1.1546437	0.035686432	-0.33649658	0.35083609	0.18786723	-0.10145897	1
36	0.33430025	0.11894104	0.73945853	-0.51130507	0.26231934	0.15826791	-0.07466375	-0.24379525	-0.67270648	-0.75653849	1
37	0.59541904	-0.5038817	0.56901401	0.5189171	-0.005893662	0.24991283	-1.2245089	0.93123986	0.74093812	-0.56317593	1
38	-0.60122856	-0.37102238	-0.34206929	-0.19489977	0.45657041	0.63904207	0.23664281	0.55342556	0.016368069	-0.40750108	1
39	-0.009894779	0.54114748	-0.64596802	-0.69063281	0.027970339	-0.27390807	0.058472828	-0.61378286	0.93522641	0.18330713	1
40	-0.078358649	-0.065749851	-0.036463138	0.15777132	-0.55353495	0.1304042	-0.29555192	-0.33494256	-0.60449526	-0.29305338	1
