DY
1000
57
attr1;attr2;attr3;attr4;attr5;attr6;attr7;attr8;attr9;attr10;attr11;attr12;attr13;attr14;attr15;attr16;attr17;attr18;attr19;attr20;attr21;attr22;attr23;attr24;attr25;attr26;attr27;attr28;attr29;attr30;attr1;attr32;attr33;attr34;attr35;attr36;attr37;attr38;attr39;attr40;attr41;attr42;attr43;attr44;attr45;attr46;attr47;attr48;attr49;attr50;attr51;attr52;attr53;attr54;attr55;attr56;attr57
0;0.0001;0.1539;0.1601;0.0001;0.0417;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.1089;0.0001;0.0001;0.0001;0.0316;0.0001;0.1678;0.2317;0.0001;0.1105;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.1332;0.0001;0.0001;0.0026;0.0273;0.0470;1
1;0.0759;0.0674;0.1251;0.0001;0.0183;0.0953;0.0390;0.0211;0.0001;0.2166;0.0805;0.1344;0.1172;0.0442;0.0589;0.0139;0.0138;0.0365;0.4166;0.0001;0.1830;0.0001;0.1700;0.1192;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0162;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0684;0.0001;0.0637;0.0546;0.0216;0.0038;0.0455;0.1741;1
2;0.0218;0.0001;0.1776;0.0001;0.1600;0.0647;0.0353;0.0361;0.1923;0.0577;0.1457;0.0766;0.0217;0.0001;0.7352;0.0060;0.0118;0.1340;0.1633;0.0177;0.0588;0.0001;0.4585;0.0167;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0133;0.0001;0.0001;0.0337;0.0001;0.0073;0.0085;0.0001;0.0001;0.0050;0.0741;0.0001;0.0473;0.0558;0.0046;0.0081;0.2198;0.3827;1
3;0.0001;0.0001;0.0001;0.0001;0.0820;0.0001;0.0575;0.1893;0.0932;0.1452;0.1189;0.0528;0.0559;0.0001;0.0001;0.0306;0.0001;0.0001;0.3818;0.0001;0.0358;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0710;0.0001;0.0235;0.0001;0.0001;0.0024;0.0178;0.0323;1
4;0.0001;0.0001;0.0001;0.0001;0.0820;0.0001;0.0575;0.1893;0.0932;0.1452;0.1189;0.0528;0.0559;0.0001;0.0001;0.0306;0.0001;0.0001;0.3818;0.0001;0.0358;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0700;0.0001;0.0232;0.0001;0.0001;0.0024;0.0178;0.0323;1
5;0.0001;0.0001;0.0001;0.0001;0.2406;0.0001;0.0001;0.5555;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.1155;0.0001;0.0001;0.0001;0.0001;0.0019;0.0065;0.0091;1
6;0.0001;0.0001;0.0001;0.0001;0.2497;0.0001;0.0001;0.0001;0.0001;0.1475;0.3678;0.2177;0.0001;0.0001;0.0001;0.0946;0.0001;0.0417;0.4622;0.0001;0.0737;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0280;0.0001;0.0282;0.0164;0.0001;0.0007;0.0015;0.0189;1
7;0.0001;0.0001;0.0001;0.0001;0.2445;0.0001;0.0001;0.5646;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.1067;0.0001;0.0001;0.0001;0.0001;0.0014;0.0046;0.0082;1
8;0.0542;0.0001;0.1151;0.0001;0.0794;0.0001;0.0556;0.0001;0.2763;0.1752;0.2912;0.1565;0.0001;0.0001;0.0001;0.0001;0.0001;0.0196;0.1477;0.1942;0.2302;0.0001;0.0001;0.0416;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0403;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0841;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.1403;0.0001;0.0311;0.0615;0.0100;0.0080;0.2016;0.2129;1
9;0.0218;0.0289;0.1926;0.0001;0.0248;0.1089;0.0705;0.0001;0.0181;0.0001;0.0001;0.1089;0.0451;0.0001;0.0505;0.0001;0.0001;0.0157;0.2005;0.0034;0.0818;0.0001;0.0752;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0061;0.0001;0.0001;0.0001;0.0001;0.0196;0.0156;0.0001;0.0418;0.0246;0.0001;0.0008;0.0192;0.1268;1
