DY
351
33
Pulse1;Pulse3;Pulse4;Pulse5;Pulse6;Pulse7;Pulse8;Pulse9;Pulse10;Pulse11;Pulse12;Pulse13;Pulse14;Pulse15;Pulse16;Pulse17;Pulse18;Pulse19;Pulse20;Pulse21;Pulse22;Pulse23;Pulse24;Pulse25;Pulse26;Pulse27;Pulse28;Pulse29;Pulse30;Pulse31;Pulse32;Pulse33;Pulse34
1;0.9999;0.9974;0.4705;0.9259;0.5115;0.9169;0.3115;0.9999;0.5190;0.9259;0.4110;0.7989;0.2755;0.8024;0.3090;0.9219;0.3075;0.7909;0.3390;0.7849;0.3515;0.6845;0.2630;0.7839;0.2441;0.7055;0.2690;0.6065;0.3295;0.7115;0.2276;0.5930;0.2735;1
1;0.9999;0.9999;0.4060;0.9649;0.3190;0.4455;0.0321;0.9999;0.4775;0.7544;0.1616;0.6720;0.1516;0.2416;0.0126;0.5275;0.1891;0.6655;0.0001;0.4340;0.2735;0.4095;0.3215;0.3985;0.3670;0.3975;0.4080;0.4050;0.4420;0.4170;0.4685;0.4315;0.4880;2
1;0.9999;0.9999;0.2740;0.9999;0.9999;0.8559;0.0001;0.5000;0.5000;0.5000;0.5000;0.5000;0.5000;0.0001;0.5725;0.7704;0.3035;0.0001;0.2276;0.1501;0.9999;0.5000;0.5000;0.9999;0.9534;0.7579;0.9999;0.9999;0.3995;0.6285;0.9999;0.3380;0.9999;2
1;0.9999;0.9999;0.4880;0.9704;0.5325;0.9604;0.3835;0.8859;0.4180;0.7639;0.3985;0.7819;0.4965;0.6720;0.3625;0.7644;0.3910;0.7255;0.4110;0.5300;0.3220;0.5115;0.2356;0.5165;0.1741;0.5665;0.2341;0.5120;0.1891;0.4715;0.2021;0.4770;0.1716;1
1;0.9999;0.5115;0.4970;0.4505;0.4405;0.4960;0.4410;0.5735;0.5330;0.5190;0.4685;0.5000;0.5000;0.4770;0.4225;0.4985;0.4490;0.4420;0.4730;0.5090;0.5185;0.5075;0.5045;0.5175;0.4925;0.4840;0.5460;0.4605;0.5035;0.5000;0.5000;0.5000;0.5600;2
1;0.9999;0.9879;0.4470;0.9729;0.3960;0.9639;0.3580;0.9299;0.3635;0.8989;0.2605;0.8909;0.2461;0.8729;0.1931;0.7894;0.1596;0.6895;0.1321;0.6815;0.1171;0.6595;0.1011;0.6140;0.0921;0.5685;0.0876;0.5230;0.0881;0.4785;0.0936;0.4310;0.0951;1
1;0.0001;0.5000;0.5000;0.5000;0.5000;0.9999;0.0001;0.5000;0.5000;0.0001;0.0001;0.5000;0.5000;0.5000;0.5000;0.9999;0.9999;0.0001;0.0001;0.5000;0.5000;0.5000;0.5000;0.9999;0.9999;0.9999;0.9999;0.5000;0.5000;0.9999;0.9999;0.5000;0.5000;2
1;0.9999;0.9819;0.4640;0.9999;0.4285;0.9999;0.3935;0.9999;0.3190;0.9629;0.2820;0.9724;0.2965;0.9519;0.2680;0.9914;0.3235;0.9224;0.1701;0.8764;0.1971;0.8479;0.1791;0.9254;0.1731;0.7879;0.1516;0.6270;0.1806;0.7255;0.1361;0.6945;0.1331;1
1;0.9999;0.4905;0.4575;0.5000;0.5000;0.5000;0.5000;0.5575;0.3660;0.2715;0.3090;0.5000;0.5000;0.3315;0.6930;0.3145;0.5750;0.8184;0.6105;0.5000;0.5000;0.5000;0.5000;0.4260;0.4935;0.6030;0.4885;0.5000;0.5000;0.5830;0.6205;0.4590;0.6905;2
1;0.9999;0.9999;0.5335;0.9999;0.4080;0.9999;0.3635;0.9999;0.2845;0.9999;0.2935;0.9809;0.2406;0.9534;0.2051;0.9459;0.1676;0.8494;0.1451;0.8529;0.1186;0.8154;0.0976;0.7794;0.0546;0.7360;0.0676;0.7015;0.0816;0.6550;0.0546;0.6150;0.0541;1
1;0.9999;0.9999;0.2291;0.9999;0.0001;0.9999;0.0001;0.9999;0.6810;0.9999;0.2945;0.9999;0.9999;0.9999;0.0001;0.9999;0.3530;0.9999;0.0321;0.9999;0.9999;0.9999;0.9999;0.9999;0.2955;0.9999;0.1866;0.9999;0.0001;0.9999;0.0001;0.9999;0.0001;2
1;0.9999;0.9999;0.4185;0.9999;0.4490;0.9999;0.4240;0.9999;0.4035;0.9704;0.3240;0.9784;0.3510;0.9684;0.3280;0.9724;0.3595;0.9504;0.2830;0.9299;0.2635;0.9149;0.2441;0.9204;0.2645;0.8809;0.2081;0.8284;0.1561;0.8434;0.1776;0.8234;0.1641;1
1;0.9999;0.9999;0.0666;0.9999;0.6115;0.9274;0.3005;0.9999;0.4395;0.9999;0.6755;0.9999;0.5390;0.9999;0.4260;0.9999;0.0001;0.9999;0.0001;0.8089;0.5790;0.9999;0.8114;0.9999;0.4150;0.9999;0.6795;0.9999;0.1676;0.9999;0.9419;0.9999;0.4060;2
1;0.9999;0.9999;0.5370;0.9999;0.5170;0.9999;0.4720;0.9999;0.5440;0.9999;0.5985;0.9999;0.6015;0.9999;0.5640;0.9999;0.5530;0.9999;0.6355;0.9999;0.7240;0.9999;0.7090;0.9999;0.6000;0.9999;0.6835;0.9779;0.7430;0.9999;0.6625;0.9999;0.7335;1
1;0.9999;0.7544;0.0301;0.9999;0.6335;0.4825;0.0001;0.9999;0.0001;0.7185;0.0001;0.5000;0.5000;0.0001;0.3285;0.3115;0.5180;0.9999;0.0001;0.5000;0.5000;0.5000;0.5000;0.4185;0.9609;0.6990;0.6325;0.5000;0.5000;0.9999;0.6160;0.5000;0.5000;2
1;0.0001;0.5000;0.5000;0.0001;0.0001;0.9999;0.9999;0.0001;0.9999;0.0001;0.9999;0.9999;0.0001;0.9999;0.9999;0.0001;0.0001;0.0001;0.9999;0.9999;0.0001;0.0001;0.9999;0.0001;0.9999;0.9999;0.0001;0.0001;0.9999;0.0001;0.0001;0.9999;0.0001;2
1;0.9999;0.8354;0.5125;0.8329;0.5250;0.7859;0.5940;0.5440;0.6705;0.8179;0.5605;0.8104;0.5715;0.8929;0.5550;0.7919;0.5910;0.5720;0.7060;0.7694;0.6065;0.7569;0.6130;0.7440;0.6185;0.7310;0.6230;0.7170;0.6265;0.7035;0.6290;0.9999;0.6650;1
1;0.0001;0.9999;0.0001;0.5000;0.5000;0.5000;0.5000;0.9999;0.9999;0.9999;0.0001;0.1406;0.9999;0.5000;0.5000;0.0001;0.9999;0.9999;0.9999;0.0001;0.9999;0.9999;0.7809;0.0001;0.9999;0.9999;0.9999;0.9999;0.0001;0.9999;0.9999;0.9999;0.9999;2
1;0.9999;0.9999;0.4970;0.9999;0.4510;0.9999;0.4620;0.9999;0.4470;0.9999;0.4445;0.9999;0.3025;0.9999;0.4220;0.9604;0.3405;0.9324;0.3275;0.9584;0.2795;0.9804;0.2655;0.9094;0.2980;0.9134;0.2890;0.8789;0.3090;0.9019;0.2970;0.8719;0.2750;1
1;0.0001;0.9999;0.9999;0.5000;0.5000;0.5000;0.5000;0.0001;0.0001;0.5000;0.5000;0.5000;0.5000;0.0001;0.0001;0.0001;0.0001;0.0001;0.9999;0.0001;0.9999;0.5000;0.5000;0.5000;0.5000;0.9999;0.0001;0.0001;0.9999;0.0001;0.9999;0.0001;0.9999;2
1;0.0001;0.0001;0.9999;0.5000;0.5000;0.5000;0.5000;0.0001;0.9999;0.9999;0.9999;0.5000;0.5000;0.5000;0.5000;0.9999;0.0001;0.0001;0.9999;0.9999;0.9999;0.5000;0.5000;0.0001;0.0001;0.9999;0.0001;0.9999;0.9999;0.0001;0.9999;0.5000;0.5000;2
1;0.9999;0.9999;0.4690;0.9999;0.5145;0.9999;0.4745;0.9999;0.4915;0.9999;0.4415;0.9224;0.4740;0.9669;0.4670;0.8459;0.4630;0.8284;0.3980;0.9744;0.3420;0.9044;0.3415;0.9244;0.3260;0.8624;0.3540;0.8654;0.3070;0.7719;0.3685;0.8209;0.3025;1
1;0.9999;0.9999;0.4565;0.9999;0.4135;0.9329;0.0911;0.9739;0.8054;0.9774;0.2930;0.9424;0.3415;0.9394;0.3830;0.9054;0.1891;0.5610;0.0001;0.9514;0.5555;0.8119;0.1076;0.7769;0.0856;0.7405;0.0671;0.7030;0.0516;0.6650;0.0396;0.4335;0.0001;1
1;0.9999;0.9999;0.5420;0.9999;0.5870;0.9999;0.4335;0.9909;0.8224;0.9999;0.7395;0.9999;0.7954;0.9999;0.8539;0.9999;0.9139;0.9999;0.9754;0.9999;0.9999;0.9899;0.9999;0.9579;0.9999;0.9194;0.9999;0.8739;0.9999;0.8219;0.9999;0.7624;0.9999;1
1;0.0001;0.0001;0.0001;0.9999;0.9999;0.9999;0.0001;0.0001;0.9999;0.9999;0.0001;0.0001;0.0001;0.5000;0.5000;0.9999;0.9999;0.0001;0.0001;0.9999;0.0001;0.9999;0.0001;0.9999;0.9999;0.9999;0.0001;0.9999;0.0001;0.0001;0.9999;0.9999;0.0001;2
1;0.9999;0.9999;0.4290;0.9999;0.4185;0.9999;0.3815;0.9999;0.4625;0.9999;0.3750;0.9999;0.3690;0.9999;0.3900;0.9999;0.3070;0.9999;0.2690;0.9999;0.3225;0.9999;0.2016;0.9999;0.2620;0.9939;0.2515;0.9999;0.1211;0.9999;0.1211;0.9999;0.0781;1
1;0.9999;0.9999;0.0001;0.9999;0.9999;0.9999;0.0001;0.9999;0.0001;0.9999;0.0001;0.9999;0.4910;0.9999;0.0001;0.9999;0.9999;0.9999;0.0721;0.9999;0.9999;0.9999;0.0001;0.5000;0.5000;0.9999;0.9999;0.9999;0.1046;0.9999;0.9999;0.9999;0.9999;2
1;0.9999;0.9409;0.4270;0.9669;0.4445;0.9604;0.4180;0.9414;0.4150;0.9424;0.3410;0.9264;0.3425;0.9104;0.3205;0.9034;0.3320;0.8759;0.2650;0.8529;0.2640;0.8309;0.2496;0.8064;0.2595;0.7839;0.2271;0.7509;0.2006;0.7355;0.2131;0.7110;0.2096;1
1;0.9999;0.8564;0.4870;0.7065;0.3845;0.9899;0.4525;0.9984;0.4490;0.9999;0.4450;0.7949;0.9999;0.9184;0.0001;0.9114;0.4105;0.9039;0.3585;0.3705;0.9634;0.7594;0.5275;0.8274;0.3980;0.9654;0.2935;0.8189;0.3905;0.9304;0.0631;0.3840;0.0001;2
1;0.9999;0.9999;0.4205;0.8614;0.6385;0.9169;0.2081;0.9999;0.3590;0.9999;0.2505;0.8999;0.4375;0.8839;0.5730;0.9999;0.6965;0.9999;0.6330;0.9819;0.4905;0.9629;0.0436;0.9999;0.5740;0.9999;0.4420;0.9999;0.4445;0.9999;0.7669;0.9999;0.2111;1
1;0.9999;0.8309;0.0001;0.9999;0.9999;0.9999;0.1636;0.9044;0.2980;0.9999;0.0001;0.9999;0.0531;0.9999;0.8669;0.5880;0.8549;0.9999;0.8899;0.9999;0.9264;0.9999;0.0001;0.9999;0.9269;0.9999;0.4570;0.9799;0.3190;0.9999;0.8264;0.9999;0.6735;2
1;0.9999;0.9999;0.5020;0.9999;0.4940;0.9999;0.4850;0.9999;0.4650;0.9889;0.4685;0.9999;0.4675;0.9864;0.4605;0.9629;0.4315;0.9709;0.4285;0.9979;0.4290;0.9739;0.4320;0.9474;0.3955;0.9454;0.4105;0.9279;0.4070;0.9189;0.3995;0.9194;0.3960;1
1;0.0001;0.9999;0.9999;0.9999;0.0001;0.5000;0.5000;0.5000;0.5000;0.0001;0.0001;0.5000;0.5000;0.5000;0.5000;0.0001;0.9999;0.9999;0.9999;0.0001;0.9999;0.0001;0.9999;0.9999;0.0001;0.9999;0.9999;0.0001;0.9999;0.9999;0.9999;0.5000;0.5000;2
1;0.9999;0.9559;0.5215;0.9709;0.5115;0.9734;0.5265;0.9679;0.5065;0.9594;0.5315;0.9639;0.5605;0.9599;0.5310;0.9444;0.5635;0.9184;0.5720;0.9049;0.5590;0.8849;0.5710;0.8789;0.5565;0.8679;0.5665;0.8319;0.5765;0.8544;0.5540;0.8264;0.5570;1
1;0.9999;0.9999;0.5125;0.9984;0.5245;0.9874;0.5355;0.8084;0.0001;0.9549;0.5555;0.9424;0.7679;0.9104;0.5705;0.8844;0.5760;0.9999;0.7050;0.8289;0.5820;0.8004;0.5825;0.7719;0.5820;0.7445;0.5800;0.7175;0.5770;0.6920;0.5735;0.9999;0.9999;2
