DY
1000
64
Atr-0; Atr-1; Atr-2; Atr-3; Atr-4; Atr-5; Atr-6; Atr-7; Atr-8; Atr-9; Atr-10; Atr-11; Atr-12; Atr-13; Atr-14; Atr-15; Atr-16; Atr-17; Atr-18; Atr-19; Atr-20; Atr-21; Atr-22; Atr-23; Atr-24; Atr-25; Atr-26; Atr-27; Atr-28; Atr-29; Atr-30; Atr-31; Atr-32; Atr-33; Atr-34; Atr-35; Atr-36; Atr-37; Atr-38; Atr-39; Atr-40; Atr-41; Atr-42; Atr-43; Atr-44; Atr-45; Atr-46; Atr-47; Atr-48; Atr-49; Atr-50; Atr-51; Atr-52; Atr-53; Atr-54; Atr-55; Atr-56; Atr-57; Atr-58; Atr-59; Atr-60; Atr-61; Atr-62; Atr-63
1;0.0001;0.1251;0.3750;0.9374;0.7500;0.0626;0.0001;0.0001;0.0001;0.4375;0.9999;0.3750;0.3750;0.6250;0.0001;0.0001;0.0001;0.5000;0.9999;0.1251;0.0001;0.6875;0.1251;0.0001;0.0001;0.3125;0.9999;0.1876;0.0001;0.3125;0.4375;0.0001;0.0001;0.4667;0.8124;0.1876;0.0001;0.5000;0.5000;0.0001;0.0001;0.2500;0.7500;0.0001;0.0626;0.8124;0.3125;0.0001;0.0001;0.0001;0.8749;0.5625;0.9374;0.5625;0.0001;0.0001;0.0001;0.0001;0.3750;0.8749;0.4375;0.0626;0.0001;0.0001;0
2;0.0001;0.0001;0.6250;0.9999;0.3750;0.0001;0.0001;0.0001;0.0001;0.4375;0.9999;0.5000;0.9999;0.3125;0.0001;0.0001;0.0001;0.6875;0.9999;0.0001;0.3750;0.8749;0.1876;0.0001;0.0001;0.7500;0.7500;0.0001;0.0001;0.6875;0.6875;0.0001;0.0001;0.7999;0.7500;0.0001;0.0001;0.5000;0.8571;0.0001;0.0001;0.4375;0.9374;0.0626;0.0001;0.8124;0.6875;0.0001;0.0001;0.0001;0.9999;0.5000;0.6250;0.9374;0.1876;0.0001;0.0001;0.0001;0.6250;0.9999;0.9374;0.1876;0.0001;0.0001;0
3;0.0001;0.0001;0.5000;0.9374;0.9999;0.8124;0.0001;0.0001;0.0001;0.0626;0.6875;0.5625;0.6875;0.9999;0.0626;0.0001;0.0001;0.0001;0.0001;0.0001;0.4375;0.8749;0.0001;0.0001;0.0001;0.0001;0.1876;0.2500;0.8749;0.7500;0.1251;0.0001;0.0001;0.0668;0.9999;0.9999;0.9999;0.9999;0.7142;0.0001;0.0001;0.1251;0.7500;0.9999;0.6250;0.0001;0.0001;0.0001;0.0001;0.0001;0.1251;0.9999;0.2500;0.0001;0.0001;0.0001;0.0001;0.0001;0.5625;0.8749;0.0001;0.0001;0.0001;0.0001;7
4;0.0001;0.0001;0.0001;0.1876;0.6875;0.9999;0.0001;0.0001;0.0001;0.0001;0.3125;0.9999;0.6875;0.8124;0.4375;0.0001;0.0001;0.1876;0.9374;0.5000;0.0626;0.9374;0.3750;0.0001;0.0001;0.6875;0.9999;0.9999;0.9999;0.9999;0.6250;0.0001;0.0001;0.0668;0.2500;0.2500;0.8124;0.6250;0.1429;0.0001;0.0001;0.0001;0.0001;0.0001;0.9374;0.2500;0.0001;0.0001;0.0001;0.0001;0.0001;0.1876;0.9999;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0626;0.9374;0.1251;0.0001;0.0001;4
5;0.0001;0.0001;0.3125;0.8749;0.2500;0.0001;0.0001;0.0001;0.0001;0.0001;0.8124;0.5000;0.0001;0.0001;0.0001;0.0001;0.0001;0.1876;0.8749;0.2500;0.0001;0.0001;0.0001;0.0001;0.0001;0.3750;0.9999;0.8749;0.5625;0.1251;0.0001;0.0001;0.0001;0.2667;0.9999;0.1876;0.2500;0.6875;0.1429;0.0001;0.0001;0.0001;0.8749;0.1876;0.0001;0.2500;0.6875;0.0001;0.0001;0.0001;0.6250;0.5000;0.2500;0.6875;0.7500;0.0001;0.0001;0.0001;0.2500;0.7500;0.8749;0.4375;0.0001;0.0001;6
6;0.0001;0.0001;0.6875;0.9999;0.6250;0.0626;0.0001;0.0001;0.0001;0.2500;0.9999;0.6250;0.9374;0.5000;0.0001;0.0001;0.0001;0.2500;0.9999;0.1876;0.6875;0.8124;0.0001;0.0001;0.0001;0.0626;0.8749;0.3750;0.5625;0.8749;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.7500;0.6250;0.0001;0.0001;0.0001;0.0001;0.0001;0.3750;0.9999;0.3750;0.0001;0.0001;0.0001;0.0001;0.3125;0.9374;0.9374;0.5000;0.5000;0.2308;0.0001;0.0001;0.6250;0.9999;0.9999;0.9999;0.9999;0.3750;2
7;0.0001;0.0001;0.0626;0.6875;0.8124;0.6875;0.4375;0.0001;0.0001;0.0001;0.5625;0.8749;0.3750;0.2500;0.1876;0.0001;0.0001;0.0001;0.9999;0.7500;0.9999;0.9374;0.1251;0.0001;0.0001;0.3125;0.9999;0.6250;0.2500;0.7500;0.3750;0.0001;0.0001;0.0668;0.0626;0.0001;0.0001;0.6250;0.2858;0.0001;0.0001;0.0001;0.0001;0.0001;0.3125;0.6250;0.0001;0.0001;0.0001;0.0001;0.0001;0.5000;0.9374;0.1876;0.0001;0.0001;0.0001;0.0001;0.0626;0.8124;0.3125;0.0001;0.0001;0.0001;5
8;0.0001;0.0001;0.5000;0.6250;0.5000;0.4375;0.1251;0.0001;0.0001;0.0626;0.9374;0.8749;0.7500;0.7500;0.2500;0.0001;0.0001;0.4375;0.9374;0.7500;0.3125;0.0001;0.0001;0.0001;0.0001;0.3125;0.8749;0.7500;0.9374;0.4375;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.1251;0.8124;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.2500;0.7500;0.0001;0.0001;0.0001;0.0001;0.3750;0.4375;0.8749;0.3125;0.0001;0.0001;0.0001;0.0001;0.2500;0.8124;0.5000;0.0001;0.0001;0.0001;5
9;0.0001;0.0001;0.9374;0.1251;0.8749;0.8124;0.1251;0.0001;0.0001;0.0001;0.9999;0.9374;0.7500;0.8124;0.5000;0.0001;0.0001;0.1251;0.9999;0.7500;0.0626;0.3750;0.6250;0.0001;0.0001;0.4375;0.9374;0.1876;0.0001;0.3125;0.5000;0.0001;0.0001;0.3334;0.7500;0.0001;0.0001;0.5000;0.5714;0.0001;0.0001;0.3125;0.7500;0.0001;0.4375;0.9374;0.3125;0.0001;0.0001;0.3125;0.9999;0.8124;0.9999;0.3750;0.0001;0.0001;0.0001;0.0001;0.6250;0.7500;0.3125;0.0001;0.0001;0.0001;0
10;0.0001;0.0001;0.1876;0.8124;0.8124;0.1251;0.0001;0.0001;0.0001;0.3750;0.9999;0.7500;0.6250;0.5000;0.0001;0.0001;0.0001;0.5625;0.9374;0.7500;0.9999;0.3750;0.0001;0.0001;0.0001;0.6250;0.9999;0.9999;0.8124;0.0001;0.0001;0.0001;0.0001;0.0668;0.7500;0.9999;0.7500;0.8749;0.2858;0.0001;0.0001;0.0001;0.6875;0.5000;0.0001;0.1876;0.7500;0.0001;0.0001;0.0001;0.8124;0.6875;0.5000;0.8124;0.7500;0.0001;0.0001;0.0001;0.1876;0.9374;0.6875;0.3750;0.0001;0.0001;8
11;0.0001;0.0001;0.3750;0.8749;0.8749;0.9999;0.9999;0.5000;0.0001;0.0001;0.4375;0.6875;0.5000;0.6250;0.9374;0.2001;0.0001;0.0001;0.0001;0.0001;0.2500;0.9374;0.6250;0.0001;0.0001;0.0626;0.9374;0.9999;0.9999;0.9999;0.8749;0.0001;0.0001;0.2001;0.6875;0.8124;0.8124;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.9374;0.3125;0.0001;0.0001;0.0001;0.0001;0.0001;0.4375;0.8124;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.6250;0.7500;0.0001;0.0001;0.0001;0.0001;7
