DY
1000
30
att_1;att_2;att_3;att_4;att_5;att_6;att_7;att_8;att_9;att_10;att_11;att_12;att_13;att_14;att_15;att_16;att_17;att_18;att_19;att_20;att_21;att_22;att_23;att_24;att_25;att_26;att_27;att_28;att_29;att_30
1;0.0001;0.9999;0.9999;0.9999;0.0001;0.0001;0.0001;0.0001;0.0001;0.9999;0.9999;0.0001;0.9999;0.0001;0.9999;0.0001;0.0001;0.0001;0.0001;0.9999;0.9999;0.9999;0.9999;0.0001;0.0001;0.0001;0.0001;0.9999;0.9999;0.0001;2
2;0.9999;0.9999;0.9999;0.9999;0.9999;0.0001;0.5000;0.9999;0.0001;0.9999;0.9999;0.0001;0.9999;0.5000;0.0001;0.0001;0.9999;0.9999;0.0001;0.9999;0.9999;0.9999;0.9999;0.0001;0.0001;0.5000;0.0001;0.9999;0.9999;0.9999;2
3;0.9999;0.5000;0.9999;0.9999;0.9999;0.0001;0.0001;0.0001;0.0001;0.9999;0.9999;0.0001;0.9999;0.5000;0.0001;0.0001;0.0001;0.0001;0.0001;0.9999;0.9999;0.9999;0.9999;0.9999;0.0001;0.9999;0.0001;0.9999;0.5000;0.0001;2
4;0.9999;0.5000;0.9999;0.9999;0.9999;0.0001;0.0001;0.0001;0.9999;0.9999;0.9999;0.0001;0.0001;0.5000;0.5000;0.0001;0.9999;0.9999;0.0001;0.9999;0.9999;0.9999;0.9999;0.0001;0.0001;0.9999;0.0001;0.9999;0.0001;0.9999;2
5;0.9999;0.5000;0.0001;0.9999;0.9999;0.0001;0.9999;0.9999;0.0001;0.9999;0.9999;0.9999;0.9999;0.5000;0.5000;0.0001;0.9999;0.9999;0.0001;0.0001;0.9999;0.0001;0.9999;0.0001;0.0001;0.5000;0.0001;0.9999;0.9999;0.9999;3
6;0.0001;0.5000;0.0001;0.9999;0.0001;0.0001;0.9999;0.9999;0.0001;0.9999;0.9999;0.0001;0.9999;0.5000;0.5000;0.0001;0.0001;0.0001;0.0001;0.9999;0.9999;0.9999;0.9999;0.9999;0.9999;0.9999;0.0001;0.9999;0.0001;0.0001;3
7;0.9999;0.5000;0.0001;0.9999;0.9999;0.0001;0.0001;0.0001;0.9999;0.9999;0.9999;0.9999;0.0001;0.0001;0.5000;0.0001;0.0001;0.0001;0.0001;0.9999;0.9999;0.9999;0.9999;0.9999;0.0001;0.0001;0.0001;0.9999;0.5000;0.0001;2
8;0.9999;0.5000;0.9999;0.9999;0.9999;0.0001;0.0001;0.0001;0.9999;0.9999;0.9999;0.0001;0.0001;0.5000;0.0001;0.0001;0.9999;0.9999;0.0001;0.9999;0.9999;0.9999;0.9999;0.0001;0.0001;0.5000;0.0001;0.9999;0.5000;0.9999;2
9;0.9999;0.5000;0.0001;0.9999;0.9999;0.0001;0.9999;0.9999;0.0001;0.9999;0.9999;0.0001;0.9999;0.5000;0.9999;0.0001;0.9999;0.9999;0.0001;0.9999;0.9999;0.9999;0.9999;0.9999;0.0001;0.9999;0.9999;0.9999;0.5000;0.9999;3
10;0.9999;0.9999;0.0001;0.9999;0.9999;0.0001;0.0001;0.9999;0.0001;0.9999;0.9999;0.9999;0.9999;0.5000;0.9999;0.0001;0.9999;0.9999;0.0001;0.9999;0.9999;0.9999;0.9999;0.9999;0.0001;0.5000;0.0001;0.9999;0.5000;0.9999;2
